Year,SA3_MAIN11,SA3_NAME11,Estimated_resident_population
2006,50801,Esperance,15710
2007,50801,Esperance,15738
2008,50801,Esperance,15831
2009,50801,Esperance,15900
2010,50801,Esperance,15965
2011,50801,Esperance,16069
2012,50801,Esperance,16343
2013,50801,Esperance,16573
2014,50801,Esperance,16685
2015,50801,Esperance,16648
2016,50801,Esperance,16289
1991,50802,Gascoyne,10289
1992,50802,Gascoyne,10057
1993,50802,Gascoyne,9853
1994,50802,Gascoyne,9792
1995,50802,Gascoyne,9774
1996,50802,Gascoyne,9680
1997,50802,Gascoyne,9768
1998,50802,Gascoyne,9925
1999,50802,Gascoyne,10050
2000,50802,Gascoyne,10205
2001,50802,Gascoyne,10348
2002,50802,Gascoyne,10247
2003,50802,Gascoyne,10122
2004,50802,Gascoyne,9832
2005,50802,Gascoyne,9634
2006,50802,Gascoyne,9469
2007,50802,Gascoyne,9347
2008,50802,Gascoyne,9380
2009,50802,Gascoyne,9434
2010,50802,Gascoyne,9507
2011,50802,Gascoyne,9674
2012,50802,Gascoyne,9805
2013,50802,Gascoyne,9918
2014,50802,Gascoyne,9912
2015,50802,Gascoyne,9850
2016,50802,Gascoyne,9757
1991,50803,Goldfields,40134
1992,50803,Goldfields,40289
1993,50803,Goldfields,40296
1994,50803,Goldfields,41231
1995,50803,Goldfields,42293
1996,50803,Goldfields,43089
1997,50803,Goldfields,43266
1998,50803,Goldfields,42777
1999,50803,Goldfields,42034
2000,50803,Goldfields,41250
2001,50803,Goldfields,40443
2002,50803,Goldfields,40117
2003,50803,Goldfields,40199
2004,50803,Goldfields,39623
2005,50803,Goldfields,39238
2006,50803,Goldfields,39205
2007,50803,Goldfields,39669
2008,50803,Goldfields,40745
2009,50803,Goldfields,41736
2010,50803,Goldfields,42505
2011,50803,Goldfields,43356
2012,50803,Goldfields,44167
2013,50803,Goldfields,44662
2014,50803,Goldfields,43314
2015,50803,Goldfields,41944
2016,50803,Goldfields,40317
1991,50804,Kimberley,23375
1992,50804,Kimberley,23319
1993,50804,Kimberley,23501
1994,50804,Kimberley,24439
1995,50804,Kimberley,25272
1996,50804,Kimberley,25919
1997,50804,Kimberley,26961
1998,50804,Kimberley,28431
1999,50804,Kimberley,30060
2000,50804,Kimberley,31472
2001,50804,Kimberley,32756
2002,50804,Kimberley,33230
2003,50804,Kimberley,33026
2004,50804,Kimberley,33330
2005,50804,Kimberley,33637
2006,50804,Kimberley,34062
2007,50804,Kimberley,34504
2008,50804,Kimberley,35257
2009,50804,Kimberley,35803
2010,50804,Kimberley,36227
2011,50804,Kimberley,36791
2012,50804,Kimberley,37815
2013,50804,Kimberley,38802
2014,50804,Kimberley,37773
2015,50804,Kimberley,37082
2016,50804,Kimberley,36392
1991,50805,Mid West,47589
1992,50805,Mid West,48150
1993,50805,Mid West,48510
1994,50805,Mid West,48753
1995,50805,Mid West,49317
1996,50805,Mid West,49889
1997,50805,Mid West,50389
1998,50805,Mid West,50681
1999,50805,Mid West,50524
2000,50805,Mid West,50247
2001,50805,Mid West,50680
2002,50805,Mid West,50692
2003,50805,Mid West,50607
2004,50805,Mid West,50530
2005,50805,Mid West,50895
2006,50805,Mid West,51443
2007,50805,Mid West,51538
2008,50805,Mid West,52779
2009,50805,Mid West,53927
2010,50805,Mid West,54473
2011,50805,Mid West,55311
2012,50805,Mid West,56264
2013,50805,Mid West,57107
2014,50805,Mid West,56850
2015,50805,Mid West,56118
2016,50805,Mid West,55127
1991,50806,Pilbara,46550
1992,50806,Pilbara,45733
1993,50806,Pilbara,43761
1994,50806,Pilbara,42438
1995,50806,Pilbara,41305
1996,50806,Pilbara,40814
1997,50806,Pilbara,41225
1998,50806,Pilbara,41419
1999,50806,Pilbara,40959
2000,50806,Pilbara,40240
2001,50806,Pilbara,39618
2002,50806,Pilbara,41235
2003,50806,Pilbara,43191
2004,50806,Pilbara,45092
2005,50806,Pilbara,47005
2006,50806,Pilbara,49413
2007,50806,Pilbara,51165
2008,50806,Pilbara,53670
2009,50806,Pilbara,56578
2010,50806,Pilbara,58912
2011,50806,Pilbara,61777
2012,50806,Pilbara,63603
2013,50806,Pilbara,65062
2014,50806,Pilbara,64330
2015,50806,Pilbara,62968
2016,50806,Pilbara,61435
1991,50901,Albany,48815
1992,50901,Albany,49058
1993,50901,Albany,49385
1994,50901,Albany,49476
1995,50901,Albany,49971
1996,50901,Albany,50559
1997,50901,Albany,51426
1998,50901,Albany,52105
1999,50901,Albany,52780
2000,50901,Albany,53237
2001,50901,Albany,53789
2002,50901,Albany,54062
2003,50901,Albany,54309
2004,50901,Albany,54369
2005,50901,Albany,54824
2006,50901,Albany,55289
2007,50901,Albany,55271
2008,50901,Albany,55748
2009,50901,Albany,56411
2010,50901,Albany,56711
2011,50901,Albany,57237
2012,50901,Albany,58477
2013,50901,Albany,59592
2014,50901,Albany,60200
2015,50901,Albany,60387
2016,50901,Albany,60319
1991,50902,Wheat Belt - North,51104
1992,50902,Wheat Belt - North,51024
1993,50902,Wheat Belt - North,51249
1994,50902,Wheat Belt - North,51339
1995,50902,Wheat Belt - North,51678
1996,50902,Wheat Belt - North,51930
1997,50902,Wheat Belt - North,52500
1998,50902,Wheat Belt - North,52906
1999,50902,Wheat Belt - North,53265
2000,50902,Wheat Belt - North,53630
2001,50902,Wheat Belt - North,53783
2002,50902,Wheat Belt - North,53667
2003,50902,Wheat Belt - North,53546
2004,50902,Wheat Belt - North,53063
2005,50902,Wheat Belt - North,53050
2006,50902,Wheat Belt - North,52925
2007,50902,Wheat Belt - North,52707
2008,50902,Wheat Belt - North,53164
2009,50902,Wheat Belt - North,53924
2010,50902,Wheat Belt - North,54332
2011,50902,Wheat Belt - North,54846
2012,50902,Wheat Belt - North,56014
2013,50902,Wheat Belt - North,57143
2014,50902,Wheat Belt - North,57359
2015,50902,Wheat Belt - North,57072
2016,50902,Wheat Belt - North,56584
1991,50903,Wheat Belt - South,23203
1992,50903,Wheat Belt - South,23061
1993,50903,Wheat Belt - South,23002
1994,50903,Wheat Belt - South,22706
1995,50903,Wheat Belt - South,22338
1996,50903,Wheat Belt - South,22190
1997,50903,Wheat Belt - South,21982
1998,50903,Wheat Belt - South,21791
1999,50903,Wheat Belt - South,21517
2000,50903,Wheat Belt - South,21293
2001,50903,Wheat Belt - South,21117
2002,50903,Wheat Belt - South,21048
2003,50903,Wheat Belt - South,21022
2004,50903,Wheat Belt - South,20730
2005,50903,Wheat Belt - South,20757
2006,50903,Wheat Belt - South,20713
2007,50903,Wheat Belt - South,20640
2008,50903,Wheat Belt - South,20771
2009,50903,Wheat Belt - South,20975
2010,50903,Wheat Belt - South,21208
2011,50903,Wheat Belt - South,21331
2012,50903,Wheat Belt - South,21445
2013,50903,Wheat Belt - South,21425
2014,50903,Wheat Belt - South,21163
2015,50903,Wheat Belt - South,20972
2016,50903,Wheat Belt - South,20545
1991,59797,Migratory - Offshore - Shipping (WA),0
1992,59797,Migratory - Offshore - Shipping (WA),0
1993,59797,Migratory - Offshore - Shipping (WA),0
1994,59797,Migratory - Offshore - Shipping (WA),0
1995,59797,Migratory - Offshore - Shipping (WA),0
1996,59797,Migratory - Offshore - Shipping (WA),0
1997,59797,Migratory - Offshore - Shipping (WA),0
1998,59797,Migratory - Offshore - Shipping (WA),0
1999,59797,Migratory - Offshore - Shipping (WA),0
2000,59797,Migratory - Offshore - Shipping (WA),0
2001,59797,Migratory - Offshore - Shipping (WA),0
2002,59797,Migratory - Offshore - Shipping (WA),0
2003,59797,Migratory - Offshore - Shipping (WA),0
2004,59797,Migratory - Offshore - Shipping (WA),0
2005,59797,Migratory - Offshore - Shipping (WA),0
2006,59797,Migratory - Offshore - Shipping (WA),0
2007,59797,Migratory - Offshore - Shipping (WA),0
2008,59797,Migratory - Offshore - Shipping (WA),0
2009,59797,Migratory - Offshore - Shipping (WA),0
2010,59797,Migratory - Offshore - Shipping (WA),0
2011,59797,Migratory - Offshore - Shipping (WA),0
2012,59797,Migratory - Offshore - Shipping (WA),0
2013,59797,Migratory - Offshore - Shipping (WA),0
2014,59797,Migratory - Offshore - Shipping (WA),0
2015,59797,Migratory - Offshore - Shipping (WA),0
2016,59797,Migratory - Offshore - Shipping (WA),0
1991,59999,Special Purpose Codes SA3 (WA),0
1992,59999,Special Purpose Codes SA3 (WA),0
1993,59999,Special Purpose Codes SA3 (WA),0
1994,59999,Special Purpose Codes SA3 (WA),0
1995,59999,Special Purpose Codes SA3 (WA),0
1996,59999,Special Purpose Codes SA3 (WA),0
1997,59999,Special Purpose Codes SA3 (WA),0
1998,59999,Special Purpose Codes SA3 (WA),0
1999,59999,Special Purpose Codes SA3 (WA),0
2000,59999,Special Purpose Codes SA3 (WA),0
2001,59999,Special Purpose Codes SA3 (WA),0
2002,59999,Special Purpose Codes SA3 (WA),0
2003,59999,Special Purpose Codes SA3 (WA),0
2004,59999,Special Purpose Codes SA3 (WA),0
2005,59999,Special Purpose Codes SA3 (WA),0
2006,59999,Special Purpose Codes SA3 (WA),0
2007,59999,Special Purpose Codes SA3 (WA),0
2008,59999,Special Purpose Codes SA3 (WA),0
2009,59999,Special Purpose Codes SA3 (WA),0
2010,59999,Special Purpose Codes SA3 (WA),0
2011,59999,Special Purpose Codes SA3 (WA),0
2012,59999,Special Purpose Codes SA3 (WA),0
2013,59999,Special Purpose Codes SA3 (WA),0
2014,59999,Special Purpose Codes SA3 (WA),0
2015,59999,Special Purpose Codes SA3 (WA),0
2016,59999,Special Purpose Codes SA3 (WA),0
1991,60101,Brighton,12266
1992,60101,Brighton,12636
1993,60101,Brighton,12670
1994,60101,Brighton,13005
1995,60101,Brighton,13210
1996,60101,Brighton,13267
1997,60101,Brighton,13125
1998,60101,Brighton,13123
1999,60101,Brighton,13225
2000,60101,Brighton,13340
2001,60101,Brighton,13392
2002,60101,Brighton,13493
2003,60101,Brighton,13697
2004,60101,Brighton,14120
2005,60101,Brighton,14517
2006,60101,Brighton,14810
2007,60101,Brighton,15091
2008,60101,Brighton,15419
2009,60101,Brighton,15774
2010,60101,Brighton,16135
2011,60101,Brighton,16252
2012,60101,Brighton,16455
2013,60101,Brighton,16584
2014,60101,Brighton,16736
2015,60101,Brighton,16954
2016,60101,Brighton,17169
1991,60102,Hobart - North East,47665
1992,60102,Hobart - North East,47714
1993,60102,Hobart - North East,47909
1994,60102,Hobart - North East,47807
1995,60102,Hobart - North East,47790
1996,60102,Hobart - North East,47807
1997,60102,Hobart - North East,47694
1998,60102,Hobart - North East,47474
1999,60102,Hobart - North East,47388
2000,60102,Hobart - North East,47385
2001,60102,Hobart - North East,47399
2002,60102,Hobart - North East,47268
2003,60102,Hobart - North East,47410
2004,60102,Hobart - North East,47664
2005,60102,Hobart - North East,47915
2006,60102,Hobart - North East,48231
2007,60102,Hobart - North East,48485
2008,60102,Hobart - North East,48929
2009,60102,Hobart - North East,49547
2010,60102,Hobart - North East,50154
2011,60102,Hobart - North East,50586
2012,60102,Hobart - North East,50941
2013,60102,Hobart - North East,51363
2014,60102,Hobart - North East,51834
2015,60102,Hobart - North East,52347
2016,60102,Hobart - North East,52867
1991,60103,Hobart - North West,50643
1992,60103,Hobart - North West,51097
1993,60103,Hobart - North West,51173
1994,60103,Hobart - North West,51313
1995,60103,Hobart - North West,51330
1996,60103,Hobart - North West,51335
1997,60103,Hobart - North West,51152
1998,60103,Hobart - North West,50842
1999,60103,Hobart - North West,50558
2000,60103,Hobart - North West,50371
2001,60103,Hobart - North West,50248
2002,60103,Hobart - North West,50095
2003,60103,Hobart - North West,50521
2004,60103,Hobart - North West,50656
2005,60103,Hobart - North West,50307
2006,60103,Hobart - North West,50436
2007,60103,Hobart - North West,50780
2008,60103,Hobart - North West,51189
2009,60103,Hobart - North West,51636
2010,60103,Hobart - North West,51941
2011,60103,Hobart - North West,52089
2012,60103,Hobart - North West,52212
2013,60103,Hobart - North West,52394
2014,60103,Hobart - North West,52664
2015,60103,Hobart - North West,52913
2016,60103,Hobart - North West,53290
1991,60104,Hobart - South and West,23249
1992,60104,Hobart - South and West,23850
1993,60104,Hobart - South and West,24461
1994,60104,Hobart - South and West,24997
1995,60104,Hobart - South and West,25438
1996,60104,Hobart - South and West,25720
1997,60104,Hobart - South and West,25921
1998,60104,Hobart - South and West,26032
1999,60104,Hobart - South and West,26175
2000,60104,Hobart - South and West,26435
2001,60104,Hobart - South and West,26678
2002,60104,Hobart - South and West,26859
2003,60104,Hobart - South and West,27370
2004,60104,Hobart - South and West,27807
2005,60104,Hobart - South and West,28283
2006,60104,Hobart - South and West,28635
2007,60104,Hobart - South and West,29140
2008,60104,Hobart - South and West,29829
2009,60104,Hobart - South and West,30509
2010,60104,Hobart - South and West,31192
2011,60104,Hobart - South and West,31737
2012,60104,Hobart - South and West,31993
2013,60104,Hobart - South and West,32263
2014,60104,Hobart - South and West,32558
2015,60104,Hobart - South and West,32903
2016,60104,Hobart - South and West,33203
1991,60105,Hobart Inner,47815
1992,60105,Hobart Inner,47812
1993,60105,Hobart Inner,47846
1994,60105,Hobart Inner,47509
1995,60105,Hobart Inner,47292
1996,60105,Hobart Inner,46992
1997,60105,Hobart Inner,46805
1998,60105,Hobart Inner,46819
1999,60105,Hobart Inner,46970
2000,60105,Hobart Inner,47146
2001,60105,Hobart Inner,47295
2002,60105,Hobart Inner,47505
2003,60105,Hobart Inner,48066
2004,60105,Hobart Inner,48578
2005,60105,Hobart Inner,49000
2006,60105,Hobart Inner,49053
2007,60105,Hobart Inner,49297
2008,60105,Hobart Inner,49585
2009,60105,Hobart Inner,50049
2010,60105,Hobart Inner,50408
2011,60105,Hobart Inner,50591
2012,60105,Hobart Inner,50673
2013,60105,Hobart Inner,50880
2014,60105,Hobart Inner,51209
2015,60105,Hobart Inner,51518
2016,60105,Hobart Inner,51872
1991,60106,Sorell - Dodges Ferry,10010
1992,60106,Sorell - Dodges Ferry,10396
1993,60106,Sorell - Dodges Ferry,10847
1994,60106,Sorell - Dodges Ferry,11268
1995,60106,Sorell - Dodges Ferry,11698
1996,60106,Sorell - Dodges Ferry,12003
1997,60106,Sorell - Dodges Ferry,12195
1998,60106,Sorell - Dodges Ferry,12243
1999,60106,Sorell - Dodges Ferry,12302
2000,60106,Sorell - Dodges Ferry,12289
2001,60106,Sorell - Dodges Ferry,12391
2002,60106,Sorell - Dodges Ferry,12506
2003,60106,Sorell - Dodges Ferry,12724
2004,60106,Sorell - Dodges Ferry,12946
2005,60106,Sorell - Dodges Ferry,13266
2006,60106,Sorell - Dodges Ferry,13588
2007,60106,Sorell - Dodges Ferry,13856
2008,60106,Sorell - Dodges Ferry,14215
2009,60106,Sorell - Dodges Ferry,14570
2010,60106,Sorell - Dodges Ferry,14839
2011,60106,Sorell - Dodges Ferry,15018
2012,60106,Sorell - Dodges Ferry,15155
2013,60106,Sorell - Dodges Ferry,15360
2014,60106,Sorell - Dodges Ferry,15573
2015,60106,Sorell - Dodges Ferry,15797
2016,60106,Sorell - Dodges Ferry,16061
1991,60201,Launceston,74081
1992,60201,Launceston,74665
1993,60201,Launceston,74995
1994,60201,Launceston,75444
1995,60201,Launceston,75723
1996,60201,Launceston,75919
1997,60201,Launceston,75935
1998,60201,Launceston,75679
1999,60201,Launceston,75906
2000,60201,Launceston,76080
2001,60201,Launceston,76340
2002,60201,Launceston,76649
2003,60201,Launceston,77452
2004,60201,Launceston,78256
2005,60201,Launceston,78790
2006,60201,Launceston,79186
2007,60201,Launceston,79988
2008,60201,Launceston,80804
2009,60201,Launceston,81609
2010,60201,Launceston,82292
2011,60201,Launceston,82742
2012,60201,Launceston,82654
2013,60201,Launceston,82663
2014,60201,Launceston,82703
2015,60201,Launceston,82852
2016,60201,Launceston,83040
1991,60202,Meander Valley - West Tamar,20535
1992,60202,Meander Valley - West Tamar,20821
1993,60202,Meander Valley - West Tamar,20898
1994,60202,Meander Valley - West Tamar,21073
1995,60202,Meander Valley - West Tamar,21315
1996,60202,Meander Valley - West Tamar,21453
1997,60202,Meander Valley - West Tamar,21487
1998,60202,Meander Valley - West Tamar,21494
1999,60202,Meander Valley - West Tamar,21504
2000,60202,Meander Valley - West Tamar,21517
2001,60202,Meander Valley - West Tamar,21595
2002,60202,Meander Valley - West Tamar,21644
2003,60202,Meander Valley - West Tamar,21783
2004,60202,Meander Valley - West Tamar,22211
2005,60202,Meander Valley - West Tamar,22358
2006,60202,Meander Valley - West Tamar,22518
2007,60202,Meander Valley - West Tamar,22621
2008,60202,Meander Valley - West Tamar,22704
2009,60202,Meander Valley - West Tamar,22771
2010,60202,Meander Valley - West Tamar,22826
2011,60202,Meander Valley - West Tamar,22880
2012,60202,Meander Valley - West Tamar,22815
2013,60202,Meander Valley - West Tamar,22774
2014,60202,Meander Valley - West Tamar,22753
2015,60202,Meander Valley - West Tamar,22748
2016,60202,Meander Valley - West Tamar,22818
1991,60203,North East,36265
1992,60203,North East,36566
1993,60203,North East,36759
1994,60203,North East,36848
1995,60203,North East,36891
1996,60203,North East,37041
1997,60203,North East,36939
1998,60203,North East,36841
1999,60203,North East,36667
2000,60203,North East,36547
2001,60203,North East,36526
2002,60203,North East,36649
2003,60203,North East,37001
2004,60203,North East,37205
2005,60203,North East,37447
2006,60203,North East,37580
2007,60203,North East,37563
2008,60203,North East,37686
2009,60203,North East,37888
2010,60203,North East,37990
2011,60203,North East,38009
2012,60203,North East,37916
2013,60203,North East,37828
2014,60203,North East,37780
2015,60203,North East,37697
2016,60203,North East,37679
1991,60301,Central Highlands (Tas.),11734
1992,60301,Central Highlands (Tas.),11423
1993,60301,Central Highlands (Tas.),11378
1994,60301,Central Highlands (Tas.),11294
1995,60301,Central Highlands (Tas.),11225
1996,60301,Central Highlands (Tas.),11284
1997,60301,Central Highlands (Tas.),11177
1998,60301,Central Highlands (Tas.),11101
1999,60301,Central Highlands (Tas.),11092
2000,60301,Central Highlands (Tas.),11064
2001,60301,Central Highlands (Tas.),11041
2002,60301,Central Highlands (Tas.),11057
2003,60301,Central Highlands (Tas.),11139
2004,60301,Central Highlands (Tas.),11117
2005,60301,Central Highlands (Tas.),11192
2006,60301,Central Highlands (Tas.),11225
2007,60301,Central Highlands (Tas.),11305
2008,60301,Central Highlands (Tas.),11453
2009,60301,Central Highlands (Tas.),11610
2010,60301,Central Highlands (Tas.),11737
2011,60301,Central Highlands (Tas.),11802
2012,60301,Central Highlands (Tas.),11733
2013,60301,Central Highlands (Tas.),11634
2014,60301,Central Highlands (Tas.),11553
2015,60301,Central Highlands (Tas.),11475
2016,60301,Central Highlands (Tas.),11424
1991,60302,Huon - Bruny Island,14871
1992,60302,Huon - Bruny Island,15180
1993,60302,Huon - Bruny Island,15453
1994,60302,Huon - Bruny Island,15763
1995,60302,Huon - Bruny Island,15865
1996,60302,Huon - Bruny Island,15951
1997,60302,Huon - Bruny Island,16163
1998,60302,Huon - Bruny Island,16180
1999,60302,Huon - Bruny Island,16304
2000,60302,Huon - Bruny Island,16446
2001,60302,Huon - Bruny Island,16588
2002,60302,Huon - Bruny Island,16638
2003,60302,Huon - Bruny Island,16748
2004,60302,Huon - Bruny Island,16999
2005,60302,Huon - Bruny Island,17153
2006,60302,Huon - Bruny Island,17290
2007,60302,Huon - Bruny Island,17608
2008,60302,Huon - Bruny Island,17908
2009,60302,Huon - Bruny Island,18272
2010,60302,Huon - Bruny Island,18583
2011,60302,Huon - Bruny Island,18857
2012,60302,Huon - Bruny Island,18991
2013,60302,Huon - Bruny Island,19133
2014,60302,Huon - Bruny Island,19301
2015,60302,Huon - Bruny Island,19461
2016,60302,Huon - Bruny Island,19708
1991,60303,South East Coast,5873
1992,60303,South East Coast,6017
1993,60303,South East Coast,6142
1994,60303,South East Coast,6282
1995,60303,South East Coast,6329
1996,60303,South East Coast,6324
1997,60303,South East Coast,6339
1998,60303,South East Coast,6341
1999,60303,South East Coast,6344
2000,60303,South East Coast,6286
2001,60303,South East Coast,6269
2002,60303,South East Coast,6262
2003,60303,South East Coast,6300
2004,60303,South East Coast,6439
2005,60303,South East Coast,6580
2006,60303,South East Coast,6652
2007,60303,South East Coast,6705
2008,60303,South East Coast,6773
2009,60303,South East Coast,6833
2010,60303,South East Coast,6853
2011,60303,South East Coast,6836
2012,60303,South East Coast,6846
2013,60303,South East Coast,6787
2014,60303,South East Coast,6842
2015,60303,South East Coast,6862
2016,60303,South East Coast,6891
1991,60401,Burnie - Ulverstone,50251
1992,60401,Burnie - Ulverstone,50120
1993,60401,Burnie - Ulverstone,49768
1994,60401,Burnie - Ulverstone,49517
1995,60401,Burnie - Ulverstone,49257
1996,60401,Burnie - Ulverstone,49041
1997,60401,Burnie - Ulverstone,48814
1998,60401,Burnie - Ulverstone,48463
1999,60401,Burnie - Ulverstone,48160
2000,60401,Burnie - Ulverstone,47982
2001,60401,Burnie - Ulverstone,47741
2002,60401,Burnie - Ulverstone,47580
2003,60401,Burnie - Ulverstone,47868
2004,60401,Burnie - Ulverstone,48154
2005,60401,Burnie - Ulverstone,48046
2006,60401,Burnie - Ulverstone,48550
2007,60401,Burnie - Ulverstone,48848
2008,60401,Burnie - Ulverstone,49323
2009,60401,Burnie - Ulverstone,49752
2010,60401,Burnie - Ulverstone,49971
2011,60401,Burnie - Ulverstone,50088
2012,60401,Burnie - Ulverstone,49817
2013,60401,Burnie - Ulverstone,49483
2014,60401,Burnie - Ulverstone,49173
2015,60401,Burnie - Ulverstone,48882
2016,60401,Burnie - Ulverstone,48581
1991,60402,Devonport,38960
1992,60402,Devonport,39406
1993,60402,Devonport,39605
1994,60402,Devonport,39896
1995,60402,Devonport,40215
1996,60402,Devonport,40543
1997,60402,Devonport,40580
1998,60402,Devonport,40595
1999,60402,Devonport,40619
2000,60402,Devonport,40714
2001,60402,Devonport,40806
2002,60402,Devonport,40749
2003,60402,Devonport,41254
2004,60402,Devonport,41876
2005,60402,Devonport,42224
2006,60402,Devonport,42395
2007,60402,Devonport,42861
2008,60402,Devonport,43606
2009,60402,Devonport,44424
2010,60402,Devonport,44898
2011,60402,Devonport,45190
2012,60402,Devonport,45085
2013,60402,Devonport,45050
2014,60402,Devonport,45082
2015,60402,Devonport,45104
2016,60402,Devonport,45272
1991,60403,West Coast,22584
1992,60403,West Coast,22276
1993,60403,West Coast,22083
1994,60403,West Coast,21483
1995,60403,West Coast,20937
1996,60403,West Coast,20925
1997,60403,West Coast,20582
1998,60403,West Coast,20203
1999,60403,West Coast,19816
2000,60403,West Coast,19521
2001,60403,West Coast,19359
2002,60403,West Coast,19198
2003,60403,West Coast,19201
2004,60403,West Coast,19150
2005,60403,West Coast,19124
2006,60403,West Coast,19153
2007,60403,West Coast,19114
2008,60403,West Coast,19145
2009,60403,West Coast,19109
2010,60403,West Coast,19028
2011,60403,West Coast,18806
2012,60403,West Coast,18562
2013,60403,West Coast,18324
2014,60403,West Coast,18078
2015,60403,West Coast,17883
2016,60403,West Coast,17713
1991,69797,Migratory - Offshore - Shipping (Tas.),0
1992,69797,Migratory - Offshore - Shipping (Tas.),0
1993,69797,Migratory - Offshore - Shipping (Tas.),0
1994,69797,Migratory - Offshore - Shipping (Tas.),0
1995,69797,Migratory - Offshore - Shipping (Tas.),0
1996,69797,Migratory - Offshore - Shipping (Tas.),0
1997,69797,Migratory - Offshore - Shipping (Tas.),0
1998,69797,Migratory - Offshore - Shipping (Tas.),0
1999,69797,Migratory - Offshore - Shipping (Tas.),0
2000,69797,Migratory - Offshore - Shipping (Tas.),0
2001,69797,Migratory - Offshore - Shipping (Tas.),0
2002,69797,Migratory - Offshore - Shipping (Tas.),0
2003,69797,Migratory - Offshore - Shipping (Tas.),0
2004,69797,Migratory - Offshore - Shipping (Tas.),0
2005,69797,Migratory - Offshore - Shipping (Tas.),0
2006,69797,Migratory - Offshore - Shipping (Tas.),0
2007,69797,Migratory - Offshore - Shipping (Tas.),0
2008,69797,Migratory - Offshore - Shipping (Tas.),0
2009,69797,Migratory - Offshore - Shipping (Tas.),0
2010,69797,Migratory - Offshore - Shipping (Tas.),0
2011,69797,Migratory - Offshore - Shipping (Tas.),0
2012,69797,Migratory - Offshore - Shipping (Tas.),0
2013,69797,Migratory - Offshore - Shipping (Tas.),0
2014,69797,Migratory - Offshore - Shipping (Tas.),0
2015,69797,Migratory - Offshore - Shipping (Tas.),0
2016,69797,Migratory - Offshore - Shipping (Tas.),0
1991,69999,Special Purpose Codes SA3 (Tas.),0
1992,69999,Special Purpose Codes SA3 (Tas.),0
1993,69999,Special Purpose Codes SA3 (Tas.),0
1994,69999,Special Purpose Codes SA3 (Tas.),0
1995,69999,Special Purpose Codes SA3 (Tas.),0
1996,69999,Special Purpose Codes SA3 (Tas.),0
1997,69999,Special Purpose Codes SA3 (Tas.),0
1998,69999,Special Purpose Codes SA3 (Tas.),0
1999,69999,Special Purpose Codes SA3 (Tas.),0
2000,69999,Special Purpose Codes SA3 (Tas.),0
2001,69999,Special Purpose Codes SA3 (Tas.),0
2002,69999,Special Purpose Codes SA3 (Tas.),0
2003,69999,Special Purpose Codes SA3 (Tas.),0
2004,69999,Special Purpose Codes SA3 (Tas.),0
2005,69999,Special Purpose Codes SA3 (Tas.),0
2006,69999,Special Purpose Codes SA3 (Tas.),0
2007,69999,Special Purpose Codes SA3 (Tas.),0
2008,69999,Special Purpose Codes SA3 (Tas.),0
2009,69999,Special Purpose Codes SA3 (Tas.),0
2010,69999,Special Purpose Codes SA3 (Tas.),0
2011,69999,Special Purpose Codes SA3 (Tas.),0
2012,69999,Special Purpose Codes SA3 (Tas.),0
2013,69999,Special Purpose Codes SA3 (Tas.),0
2014,69999,Special Purpose Codes SA3 (Tas.),0
2015,69999,Special Purpose Codes SA3 (Tas.),0
2016,69999,Special Purpose Codes SA3 (Tas.),0
1991,70101,Darwin City,16185
1992,70101,Darwin City,16103
1993,70101,Darwin City,16255
1994,70101,Darwin City,16310
1995,70101,Darwin City,16607
1996,70101,Darwin City,16896
1997,70101,Darwin City,17200
1998,70101,Darwin City,17417
1999,70101,Darwin City,17737
2000,70101,Darwin City,18269
2001,70101,Darwin City,18469
2002,70101,Darwin City,18604
2003,70101,Darwin City,18888
2004,70101,Darwin City,19475
2005,70101,Darwin City,20450
2006,70101,Darwin City,21062
2007,70101,Darwin City,21768
2008,70101,Darwin City,22703
2009,70101,Darwin City,23712
2010,70101,Darwin City,24268
2011,70101,Darwin City,24776
2012,70101,Darwin City,25578
2013,70101,Darwin City,26624
2014,70101,Darwin City,26726
2015,70101,Darwin City,27492
2016,70101,Darwin City,28020
1991,70102,Darwin Suburbs,53253
1992,70102,Darwin Suburbs,53362
1993,70102,Darwin Suburbs,53125
1994,70102,Darwin Suburbs,52959
1995,70102,Darwin Suburbs,53436
1996,70102,Darwin Suburbs,53761
1997,70102,Darwin Suburbs,53703
1998,70102,Darwin Suburbs,53109
1999,70102,Darwin Suburbs,52335
2000,70102,Darwin Suburbs,52258
2001,70102,Darwin Suburbs,52142
2002,70102,Darwin Suburbs,51648
2003,70102,Darwin Suburbs,51062
2004,70102,Darwin Suburbs,50865
2005,70102,Darwin Suburbs,51058
2006,70102,Darwin Suburbs,51271
2007,70102,Darwin Suburbs,52012
2008,70102,Darwin Suburbs,53029
2009,70102,Darwin Suburbs,54272
2010,70102,Darwin Suburbs,55050
2011,70102,Darwin Suburbs,55238
2012,70102,Darwin Suburbs,56103
2013,70102,Darwin Suburbs,57667
2014,70102,Darwin Suburbs,57428
2015,70102,Darwin Suburbs,57280
2016,70102,Darwin Suburbs,57306
1991,70103,Litchfield,8880
1992,70103,Litchfield,9618
1993,70103,Litchfield,10446
1994,70103,Litchfield,11157
1995,70103,Litchfield,12157
1996,70103,Litchfield,13038
1997,70103,Litchfield,13801
1998,70103,Litchfield,14273
1999,70103,Litchfield,14704
2000,70103,Litchfield,15051
