Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"DZN to State/Territory (POW) and Main Statistical Area Structure (Main ASGS) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"


"DZN to State/Territory (POW)","Main Statistical Area Structure (Main ASGS) (POW)",
"213511461","West Footscray - Tottenham",242,
"213511462","West Footscray - Tottenham",218,
"213511463","West Footscray - Tottenham",183,
"213511464","West Footscray - Tottenham",200,
"213511465","West Footscray - Tottenham",880,
"213511466","West Footscray - Tottenham",87,
"213519999","West Footscray - Tottenham",187,
"213521425","Yarraville",557,
"213521426","Yarraville",526,
"213521427","Yarraville",152,
"213521428","Yarraville",147,
"213521429","Yarraville",261,
"213521430","Yarraville",252,
"213521431","Yarraville",129,
"213521432","Yarraville",425,
"213521433","Yarraville",113,
"213521435","Yarraville",935,
"213521439","Yarraville",140,
"213529999","Yarraville",341,
"213533378","Bacchus Marsh",2510,
"213533379","Bacchus Marsh",552,
"213533380","Bacchus Marsh",364,
"213533382","Bacchus Marsh",401,
"213539999","Bacchus Marsh",289,
"213541534","Caroline Springs",1042,
"213541539","Caroline Springs",334,
"213541540","Caroline Springs",1341,
"213551535","Hillside",318,
"213551536","Hillside",376,
"213551537","Hillside",111,
"213551541","Hillside",149,
"213561548","Melton",266,
"213561551","Melton",598,
"213561552","Melton",169,
"213561553","Melton",166,
"213561554","Melton",1099,
"213561556","Melton",549,
"213561557","Melton",1355,
"213561562","Melton",212,
"213569999","Melton",19,
"213571544","Melton South",721,
"213571546","Melton South",315,
"213571547","Melton South",514,
"213571549","Melton South",130,
"213571555","Melton South",62,
"213579999","Melton South",86,
"213581545","Melton West",69,
"213581558","Melton West",162,
"213581559","Melton West",156,
"213581560","Melton West",159,
"213581561","Melton West",1246,
"213589999","Melton West",41,
"213591532","Rockbank - Mount Cottrell",1347,
"213591533","Rockbank - Mount Cottrell",616,
"213591543","Rockbank - Mount Cottrell",204,
"213591550","Rockbank - Mount Cottrell",31,
"213599999","Rockbank - Mount Cottrell",69,
"213601538","Taylors Hill",869,
"213611590","Hoppers Crossing - North",340,
"213611592","Hoppers Crossing - North",104,
"213611596","Hoppers Crossing - North",171,
"213611598","Hoppers Crossing - North",199,
"213611600","Hoppers Crossing - North",160,
"213611603","Hoppers Crossing - North",1021,
"213611604","Hoppers Crossing - North",466,
"213611605","Hoppers Crossing - North",1573,
"213611606","Hoppers Crossing - North",1419,
"213619999","Hoppers Crossing - North",29,
"213621591","Hoppers Crossing - South",236,
"213621593","Hoppers Crossing - South",155,
"213621594","Hoppers Crossing - South",2056,
"213621595","Hoppers Crossing - South",293,
"213621597","Hoppers Crossing - South",218,
"213621599","Hoppers Crossing - South",411,
"213621601","Hoppers Crossing - South",287,
"213621602","Hoppers Crossing - South",140,
"213631378","Laverton",476,
"213631381","Laverton",885,
"213631563","Laverton",907,
"213631607","Laverton",1146,
"213631608","Laverton",835,
"213631609","Laverton",680,
"213631610","Laverton",404,
"213631611","Laverton",940,
"213631612","Laverton",583,
"213631613","Laverton",892,
"213631614","Laverton",669,
"213631615","Laverton",1893,
"213631616","Laverton",1035,
"213631617","Laverton",1250,
"213631618","Laverton",647,
"213631619","Laverton",1680,
"213639999","Laverton",649,
"213641624","Point Cook",1277,
"213641625","Point Cook",1591,
"213641626","Point Cook",498,
"213641627","Point Cook",375,
"213649999","Point Cook",530,
"213651569","Tarneit",658,
"213651620","Tarneit",195,
"213651621","Tarneit",523,
"213659999","Tarneit",197,
"213661564","Truganina",352,
"213661565","Truganina",385,
"213661566","Truganina",520,
"213661567","Truganina",543,
"213661568","Truganina",394,
"213669999","Truganina",305,
"213671570","Werribee",191,
"213671572","Werribee",314,
"213671573","Werribee",333,
"213671576","Werribee",130,
"213671581","Werribee",146,
"213671582","Werribee",104,
"213671585","Werribee",489,
"213671629","Werribee",105,
"213671630","Werribee",130,
"213671631","Werribee",164,
"213671632","Werribee",228,
"213671633","Werribee",231,
"213681571","Werribee - South",116,
"213681574","Werribee - South",430,
"213681575","Werribee - South",413,
"213681577","Werribee - South",518,
"213681578","Werribee - South",792,
"213681579","Werribee - South",176,
"213681580","Werribee - South",494,
"213681583","Werribee - South",249,
"213681584","Werribee - South",300,
"213681586","Werribee - South",1097,
"213681587","Werribee - South",879,
"213681588","Werribee - South",554,
"213681589","Werribee - South",5,
"213681622","Werribee - South",635,
"213681623","Werribee - South",194,
"213689999","Werribee - South",71,
"213691628","Wyndham Vale",301,
"213691634","Wyndham Vale",641,
"213691635","Wyndham Vale",43,
"213699999","Wyndham Vale",130,
"213703066","Carrum Downs",1225,
"213703067","Carrum Downs",1021,
"213703069","Carrum Downs",4695,
"213703070","Carrum Downs",98,
"213709999","Carrum Downs",362,
"213713074","Frankston",598,
"213713076","Frankston",244,
"213713077","Frankston",2709,
"213713078","Frankston",1233,
"213713079","Frankston",4277,
"213713080","Frankston",1357,
"213713081","Frankston",326,
"213713082","Frankston",357,
"213713083","Frankston",478,
"213713084","Frankston",1351,
"213713087","Frankston",1186,
"213719999","Frankston",72,
"213723086","Frankston North",1368,
"213723088","Frankston North",904,
"213723089","Frankston North",1277,
"213729999","Frankston North",10,
"213733071","Frankston South",506,
"213733072","Frankston South",282,
"213733073","Frankston South",368,
"213733075","Frankston South",406,
"213733085","Frankston South",120,
"213739999","Frankston South",72,
"213743063","Langwarrin",574,
"213743064","Langwarrin",1654,
"213743090","Langwarrin",690,
"213749999","Langwarrin",279,
"213753068","Seaford (Vic.)",1116,
"213753091","Seaford (Vic.)",876,
"213753092","Seaford (Vic.)",697,
"213753093","Seaford (Vic.)",2107,
"213753094","Seaford (Vic.)",188,
"213753095","Seaford (Vic.)",386,
"213759999","Seaford (Vic.)",414,
"213763065","Skye - Sandhurst",920,
"213773119","Dromana",43,
"213773126","Dromana",350,
"213773127","Dromana",714,
"213773128","Dromana",898,
"213779999","Dromana",161,
"213783096","Flinders",286,
"213783101","Flinders",183,
"213783104","Flinders",66,
"213783114","Flinders",229,
"213783115","Flinders",185,
"213783116","Flinders",218,
"213783117","Flinders",125,
"213783120","Flinders",425,
"213783125","Flinders",76,
"213783129","Flinders",179,
"213783136","Flinders",50,
"213789999","Flinders",276,
"213793097","Hastings - Somers",306,
"213793098","Hastings - Somers",275,
"213793099","Hastings - Somers",1851,
"213793100","Hastings - Somers",494,
"213793102","Hastings - Somers",848,
"213793103","Hastings - Somers",369,
"213793105","Hastings - Somers",1090,
"213793106","Hastings - Somers",420,
"213793108","Hastings - Somers",1138,
"213799999","Hastings - Somers",867,
"213803133","Mornington",132,
"213803137","Mornington",902,
"213803138","Mornington",4057,
"213803139","Mornington",844,
"213803141","Mornington",676,
"213803142","Mornington",1752,
"213803143","Mornington",280,
"213803147","Mornington",502,
"213809999","Mornington",1282,
"213813145","Mount Eliza",1113,
"213813146","Mount Eliza",733,
"213813148","Mount Eliza",1095,
"213813149","Mount Eliza",209,
"213813150","Mount Eliza",281,
"213819999","Mount Eliza",444,
"213823131","Mount Martha",640,
"213823132","Mount Martha",548,
"213823134","Mount Martha",238,
"213823140","Mount Martha",400,
"213829999","Mount Martha",282,
"213833113","Point Nepean",349,
"213833121","Point Nepean",898,
"213833122","Point Nepean",807,
"213833130","Point Nepean",1256,
"213839999","Point Nepean",231,
"213843118","Rosebud - McCrae",537,
"213843123","Rosebud - McCrae",3004,
"213843124","Rosebud - McCrae",1491,
"213849999","Rosebud - McCrae",619,
"213853107","Somerville",255,
"213853109","Somerville",461,
"213853110","Somerville",467,
"213853111","Somerville",1401,
"213853112","Somerville",1835,
"213853135","Somerville",112,
"213853144","Somerville",36,
"213859999","Somerville",461,
"213863390","Ararat",622,
"213863391","Ararat",2796,
"213869999","Ararat",153,
"213873389","Ararat Region",961,
"213883396","Horsham",7526,
"213893397","Horsham Region",1047,
"213903404","Nhill Region",559,
"213903405","Nhill Region",328,
"213903406","Nhill Region",746,
"213903407","Nhill Region",1027,
"213909999","Nhill Region",102,
"213913398","St Arnaud",441,
"213913399","St Arnaud",838,
"213919999","St Arnaud",110,
"213923400","Stawell",2287,
"213923401","Stawell",975,
"213929999","Stawell",152,
"213933402","West Wimmera",309,
"213933403","West Wimmera",744,
"213939999","West Wimmera",66,
"213943408","Yarriambiack",413,
"213943409","Yarriambiack",168,
"213943410","Yarriambiack",961,
"213943411","Yarriambiack",855,
"213949999","Yarriambiack",161,
"213953414","Irymple",1517,
"213963412","Merbein",563,
"213963415","Merbein",425,
"213969999","Merbein",41,
"213973413","Mildura",376,
"213973416","Mildura",12027,
"213979999","Mildura",824,
"213983423","Mildura Region",537,
"213983424","Mildura Region",405,
"213983426","Mildura Region",749,
"213989999","Mildura Region",138,
"213993417","Red Cliffs",533,
"213993425","Red Cliffs",642,
"213999999","Red Cliffs",102,
"214003418","Buloke",236,
"214003419","Buloke",975,
"214003420","Buloke",302,
"214003421","Buloke",517,
"214003422","Buloke",403,
"214009999","Buloke",110,
"214013427","Gannawarra",549,
"214013428","Gannawarra",1445,
"214019999","Gannawarra",168,
"214023429","Kerang",234,
"214023430","Kerang",1307,
"214033432","Robinvale",752,
"214033433","Robinvale",288,
"214039999","Robinvale",79,
"214043431","Swan Hill",4498,
"214043434","Swan Hill",566,
"214049999","Swan Hill",354,
"214053435","Swan Hill Region",1819,
"214063554","Echuca",6363,
"214063555","Echuca",292,
"214069999","Echuca",259,
"214073556","Kyabram",880,
"214073557","Kyabram",350,
"214073558","Kyabram",2155,
"214079999","Kyabram",257,
"214083561","Lockington - Gunbower",852,
"214093559","Rochester",967,
"214093560","Rochester",349,
"214099999","Rochester",97,
"214103562","Rushworth",997,
"214103563","Rushworth",279,
"214109999","Rushworth",14,
"214113569","Cobram",2376,
"214113572","Cobram",584,
"214119999","Cobram",183,
"214123568","Moira",544,
"214133570","Numurkah",471,
"214133571","Numurkah",1957,
"214133573","Numurkah",998,
"214139999","Numurkah",252,
"214143567","Yarrawonga",2088,
"214153552","Mooroopna",1427,
"214163545","Shepparton - North",2912,
"214163547","Shepparton - North",5167,
"214163548","Shepparton - North",3709,
"214163551","Shepparton - North",267,
"214169999","Shepparton - North",50,
"214173544","Shepparton - South",1921,
"214173546","Shepparton - South",2851,
"214173549","Shepparton - South",743,
"214173550","Shepparton - South",661,
"214179999","Shepparton - South",240,
"214183564","Shepparton Region - East",1240,
"214193553","Shepparton Region - West",295,
"214193565","Shepparton Region - West",1484,
"214193566","Shepparton Region - West",1874,
"214199999","Shepparton Region - West",234,
"214203316","Glenelg (Vic.)",465,
"214203317","Glenelg (Vic.)",963,
"214203318","Glenelg (Vic.)",439,
"214203319","Glenelg (Vic.)",552,
"214209999","Glenelg (Vic.)",75,
"214213321","Hamilton (Vic.)",4467,
"214213326","Hamilton (Vic.)",404,
"214219999","Hamilton (Vic.)",327,
"214223320","Portland",5216,
"214233322","Southern Grampians",282,
"214233323","Southern Grampians",495,
"214233324","Southern Grampians",658,
"214233325","Southern Grampians",664,
"214239999","Southern Grampians",44,
"214243302","Camperdown",1129,
"214243304","Camperdown",166,
"214249999","Camperdown",145,
"214253276","Colac",800,
"214253277","Colac",2979,
"214253278","Colac",1034,
"214253279","Colac",940,
"214259999","Colac",549,
"214263280","Colac Region",1401,
"214273301","Corangamite - North",445,
"214273303","Corangamite - North",1454,
"214279999","Corangamite - North",189,
"214283305","Corangamite - South",2541,
"214283306","Corangamite - South",695,
"214289999","Corangamite - South",72,
"214293307","Moyne - East",340,
"214293308","Moyne - East",576,
"214293310","Moyne - East",555,
"214293311","Moyne - East",577,
"214299999","Moyne - East",69,
"214303309","Moyne - West",672,
"214303313","Moyne - West",1118,
"214303314","Moyne - West",655,
"214303315","Moyne - West",453,
"214309999","Moyne - West",218,
"214313281","Otway",562,
"214313282","Otway",575,
"214319999","Otway",66,
"214323296","Warrnambool - North",209,
"214323298","Warrnambool - North",2156,
"214323299","Warrnambool - North",1397,
"214333295","Warrnambool - South",200,
"214333297","Warrnambool - South",6028,
"214333300","Warrnambool - South",3411,
"214333312","Warrnambool - South",688,
"214339999","Warrnambool - South",53,
"290999099","POW Capital city undefined (Greater Melbourne)",55757,
"297999799","Migratory - Offshore - Shipping (Vic.)",481,
"298999899","POW State/Territory undefined (Vic.)",91001,
"294999499","POW No Fixed Address (Vic.)",94793,
"310011876","Alexandra Hills",1627,
"310011877","Alexandra Hills",436,
"310019999","Alexandra Hills",108,
"310021800","Belmont - Gumdale",699,
"310021828","Belmont - Gumdale",529,
"310029999","Belmont - Gumdale",148,
"310031870","Birkdale",930,
"310031871","Birkdale",875,
"310039999","Birkdale",89,
"310041874","Capalaba",7909,
"310041875","Capalaba",1092,
"310049999","Capalaba",513,
"310051869","Thorneside",312,
"310061872","Wellington Point",1548,
"310071878","Cleveland",457,
"310071879","Cleveland",4110,
"310071880","Cleveland",3508,
"310079999","Cleveland",666,
"310081873","Ormiston",1119,
"310091885","Redland Bay",1726,
"310101610","Redland Islands",130,
"310101886","Redland Islands",647,
"310101887","Redland Islands",768,
"310111882","Sheldon - Mount Cotton",491,
"310111883","Sheldon - Mount Cotton",1072,
"310119999","Sheldon - Mount Cotton",13,
"310121881","Thornlands",1733,
"310131884","Victoria Point",3714,
"310141822","Brisbane Port - Lytton",4775,
"310151825","Manly - Lota",1278,
"310151827","Manly - Lota",412,
"310161826","Manly West",1397,
"310171820","Murarrie",10580,
"310181813","Tingalpa",3232,
"310191829","Wakerley",1528,
"310201823","Wynnum",3266,
"310211821","Wynnum West - Hemmant",3978,
"310211824","Wynnum West - Hemmant",2182,
"310219999","Wynnum West - Hemmant",304,
"310221571","Bald Hills",1215,
"310231577","Bridgeman Downs",632,
"310241578","Carseldine",1335,
"310251596","Everton Park",1377,
"310261585","McDowall",1385,
"310271582","Aspley",3038,
"310271583","Aspley",668,
"310281587","Chermside",6045,
"310281588","Chermside",1478,
"310281589","Chermside",4398,
"310289999","Chermside",367,
"310291586","Chermside West",634,
"310301584","Geebung",5805,
"310311600","Kedron - Gordon Park",2645,
"310311601","Kedron - Gordon Park",1367,
"310319999","Kedron - Gordon Park",482,
"310321598","Stafford",929,
"310321599","Stafford",2835,
"310329999","Stafford",4,
"310331597","Stafford Heights",684,
"310341590","Wavell Heights",1120,
"310351581","Boondall",1475,
"310361608","Brisbane Airport",14731,
"310361609","Brisbane Airport",1987,
"310369999","Brisbane Airport",14,
"310371611","Eagle Farm - Pinkenba",2352,
"310371612","Eagle Farm - Pinkenba",4721,
"310371613","Eagle Farm - Pinkenba",3828,
"310379999","Eagle Farm - Pinkenba",4,
"310381591","Northgate - Virginia",3789,
"310381592","Northgate - Virginia",2998,
"310381593","Northgate - Virginia",3540,
"310389999","Northgate - Virginia",340,
"310391594","Nudgee - Banyo",741,
"310391595","Nudgee - Banyo",4962,
"310399999","Nudgee - Banyo",9,
"310401602","Nundah",2653,
"310401603","Nundah",967,
"310409999","Nundah",441,
"310411573","Bracken Ridge",970,
"310411574","Bracken Ridge",959,
"310419999","Bracken Ridge",180,
"310421572","Brighton (Qld)",1288,
"310431576","Deagon",982,
"310441575","Sandgate - Shorncliffe",2391,
"310451579","Taigum - Fitzgibbon",1275,
"310461580","Zillmere",2022,
"310471806","Camp Hill",1508,
"310481819","Cannon Hill",4540,
"310491811","Carina",2121,
"310501805","Carina Heights",853,
"310511802","Carindale",3108,
"310511803","Carindale",338,
"310511804","Carindale",690,
"310519999","Carindale",371,
"310521769","Annerley",2355,
"310531807","Coorparoo",4079,
"310531808","Coorparoo",919,
"310539999","Coorparoo",350,
"310541771","Fairfield - Dutton Park",649,
