Measure,Year,SA3_MAIN11,SA2_NAME11,Estimates_resident_population
Estimated Resident Population,2013,12801,Cronulla - Miranda - Caringbah,111231
Estimated Resident Population,2014,12801,Cronulla - Miranda - Caringbah,112279
Estimated Resident Population,2015,12801,Cronulla - Miranda - Caringbah,113315
Estimated Resident Population,2016,12801,Cronulla - Miranda - Caringbah,114106
Estimated Resident Population,1991,12802,Sutherland - Menai - Heathcote,97837
Estimated Resident Population,1992,12802,Sutherland - Menai - Heathcote,99130
Estimated Resident Population,1993,12802,Sutherland - Menai - Heathcote,100344
Estimated Resident Population,1994,12802,Sutherland - Menai - Heathcote,101680
Estimated Resident Population,1995,12802,Sutherland - Menai - Heathcote,102784
Estimated Resident Population,1996,12802,Sutherland - Menai - Heathcote,104389
Estimated Resident Population,1997,12802,Sutherland - Menai - Heathcote,105912
Estimated Resident Population,1998,12802,Sutherland - Menai - Heathcote,106625
Estimated Resident Population,1999,12802,Sutherland - Menai - Heathcote,107032
Estimated Resident Population,2000,12802,Sutherland - Menai - Heathcote,107799
Estimated Resident Population,2001,12802,Sutherland - Menai - Heathcote,109074
Estimated Resident Population,2002,12802,Sutherland - Menai - Heathcote,109054
Estimated Resident Population,2003,12802,Sutherland - Menai - Heathcote,108706
Estimated Resident Population,2004,12802,Sutherland - Menai - Heathcote,107958
Estimated Resident Population,2005,12802,Sutherland - Menai - Heathcote,107241
Estimated Resident Population,2006,12802,Sutherland - Menai - Heathcote,106827
Estimated Resident Population,2007,12802,Sutherland - Menai - Heathcote,107708
Estimated Resident Population,2008,12802,Sutherland - Menai - Heathcote,109163
Estimated Resident Population,2009,12802,Sutherland - Menai - Heathcote,110263
Estimated Resident Population,2010,12802,Sutherland - Menai - Heathcote,110399
Estimated Resident Population,2011,12802,Sutherland - Menai - Heathcote,110129
Estimated Resident Population,2012,12802,Sutherland - Menai - Heathcote,110361
Estimated Resident Population,2013,12802,Sutherland - Menai - Heathcote,110618
Estimated Resident Population,2014,12802,Sutherland - Menai - Heathcote,110930
Estimated Resident Population,2015,12802,Sutherland - Menai - Heathcote,111144
Estimated Resident Population,2016,12802,Sutherland - Menai - Heathcote,111321
Estimated Resident Population,1991,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1992,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1993,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1994,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1995,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1996,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1997,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1998,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1999,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2000,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2001,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2002,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2003,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2004,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2005,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2006,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2007,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2008,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2009,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2010,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2011,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2012,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2013,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2014,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2015,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,2016,19797,Migratory - Offshore - Shipping (NSW),0
Estimated Resident Population,1991,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1992,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1993,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1994,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1995,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1996,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1997,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1998,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1999,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2000,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2001,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2002,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2003,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2004,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2005,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2006,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2007,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2008,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2009,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2010,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2011,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2012,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2013,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2014,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2015,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,2016,19999,Special Purpose Codes SA3 (NSW),0
Estimated Resident Population,1991,20101,Ballarat,79899
Estimated Resident Population,1992,20101,Ballarat,80297
Estimated Resident Population,1993,20101,Ballarat,80199
Estimated Resident Population,1994,20101,Ballarat,80068
Estimated Resident Population,1995,20101,Ballarat,80017
Estimated Resident Population,1996,20101,Ballarat,80353
Estimated Resident Population,1997,20101,Ballarat,80652
Estimated Resident Population,1998,20101,Ballarat,81165
Estimated Resident Population,1999,20101,Ballarat,82168
Estimated Resident Population,2000,20101,Ballarat,83072
Estimated Resident Population,2001,20101,Ballarat,84091
Estimated Resident Population,2002,20101,Ballarat,85032
Estimated Resident Population,2003,20101,Ballarat,86053
Estimated Resident Population,2004,20101,Ballarat,86636
Estimated Resident Population,2005,20101,Ballarat,87571
Estimated Resident Population,2006,20101,Ballarat,88513
Estimated Resident Population,2007,20101,Ballarat,89809
Estimated Resident Population,2008,20101,Ballarat,91551
Estimated Resident Population,2009,20101,Ballarat,93387
Estimated Resident Population,2010,20101,Ballarat,95409
Estimated Resident Population,2011,20101,Ballarat,97289
Estimated Resident Population,2012,20101,Ballarat,98843
Estimated Resident Population,2013,20101,Ballarat,100466
Estimated Resident Population,2014,20101,Ballarat,102068
Estimated Resident Population,2015,20101,Ballarat,103647
Estimated Resident Population,2016,20101,Ballarat,105564
Estimated Resident Population,1991,20102,Creswick - Daylesford - Ballan,24867
Estimated Resident Population,1992,20102,Creswick - Daylesford - Ballan,25096
Estimated Resident Population,1993,20102,Creswick - Daylesford - Ballan,25162
Estimated Resident Population,1994,20102,Creswick - Daylesford - Ballan,25242
Estimated Resident Population,1995,20102,Creswick - Daylesford - Ballan,25267
Estimated Resident Population,1996,20102,Creswick - Daylesford - Ballan,25349
Estimated Resident Population,1997,20102,Creswick - Daylesford - Ballan,25406
Estimated Resident Population,1998,20102,Creswick - Daylesford - Ballan,25499
Estimated Resident Population,1999,20102,Creswick - Daylesford - Ballan,25598
Estimated Resident Population,2000,20102,Creswick - Daylesford - Ballan,25750
Estimated Resident Population,2001,20102,Creswick - Daylesford - Ballan,25918
Estimated Resident Population,2002,20102,Creswick - Daylesford - Ballan,25828
Estimated Resident Population,2003,20102,Creswick - Daylesford - Ballan,25789
Estimated Resident Population,2004,20102,Creswick - Daylesford - Ballan,25870
Estimated Resident Population,2005,20102,Creswick - Daylesford - Ballan,25768
Estimated Resident Population,2006,20102,Creswick - Daylesford - Ballan,25803
Estimated Resident Population,2007,20102,Creswick - Daylesford - Ballan,25929
Estimated Resident Population,2008,20102,Creswick - Daylesford - Ballan,26261
Estimated Resident Population,2009,20102,Creswick - Daylesford - Ballan,26705
Estimated Resident Population,2010,20102,Creswick - Daylesford - Ballan,27030
Estimated Resident Population,2011,20102,Creswick - Daylesford - Ballan,27252
Estimated Resident Population,2012,20102,Creswick - Daylesford - Ballan,27566
Estimated Resident Population,2013,20102,Creswick - Daylesford - Ballan,27879
Estimated Resident Population,2014,20102,Creswick - Daylesford - Ballan,28146
Estimated Resident Population,2015,20102,Creswick - Daylesford - Ballan,28436
Estimated Resident Population,2016,20102,Creswick - Daylesford - Ballan,28746
Estimated Resident Population,1991,20103,Maryborough - Pyrenees,23791
Estimated Resident Population,1992,20103,Maryborough - Pyrenees,23978
Estimated Resident Population,1993,20103,Maryborough - Pyrenees,24079
Estimated Resident Population,1994,20103,Maryborough - Pyrenees,24111
Estimated Resident Population,1995,20103,Maryborough - Pyrenees,24175
Estimated Resident Population,1996,20103,Maryborough - Pyrenees,24248
Estimated Resident Population,1997,20103,Maryborough - Pyrenees,24153
Estimated Resident Population,1998,20103,Maryborough - Pyrenees,24039
Estimated Resident Population,1999,20103,Maryborough - Pyrenees,23973
Estimated Resident Population,2000,20103,Maryborough - Pyrenees,23933
Estimated Resident Population,2001,20103,Maryborough - Pyrenees,23952
Estimated Resident Population,2002,20103,Maryborough - Pyrenees,23945
Estimated Resident Population,2003,20103,Maryborough - Pyrenees,23887
Estimated Resident Population,2004,20103,Maryborough - Pyrenees,23756
Estimated Resident Population,2005,20103,Maryborough - Pyrenees,23731
Estimated Resident Population,2006,20103,Maryborough - Pyrenees,23735
Estimated Resident Population,2007,20103,Maryborough - Pyrenees,23792
Estimated Resident Population,2008,20103,Maryborough - Pyrenees,23854
Estimated Resident Population,2009,20103,Maryborough - Pyrenees,24060
Estimated Resident Population,2010,20103,Maryborough - Pyrenees,24138
Estimated Resident Population,2011,20103,Maryborough - Pyrenees,24115
Estimated Resident Population,2012,20103,Maryborough - Pyrenees,24359
Estimated Resident Population,2013,20103,Maryborough - Pyrenees,24613
Estimated Resident Population,2014,20103,Maryborough - Pyrenees,24862
Estimated Resident Population,2015,20103,Maryborough - Pyrenees,25142
Estimated Resident Population,2016,20103,Maryborough - Pyrenees,25475
Estimated Resident Population,1991,20201,Bendigo,69583
Estimated Resident Population,1992,20201,Bendigo,70290
Estimated Resident Population,1993,20201,Bendigo,70600
Estimated Resident Population,1994,20201,Bendigo,70882
Estimated Resident Population,1995,20201,Bendigo,71083
Estimated Resident Population,1996,20201,Bendigo,71356
Estimated Resident Population,1997,20201,Bendigo,71996
Estimated Resident Population,1998,20201,Bendigo,72796
Estimated Resident Population,1999,20201,Bendigo,73711
Estimated Resident Population,2000,20201,Bendigo,75152
Estimated Resident Population,2001,20201,Bendigo,76312
Estimated Resident Population,2002,20201,Bendigo,77236
Estimated Resident Population,2003,20201,Bendigo,78372
Estimated Resident Population,2004,20201,Bendigo,79091
Estimated Resident Population,2005,20201,Bendigo,79666
Estimated Resident Population,2006,20201,Bendigo,80804
Estimated Resident Population,2007,20201,Bendigo,82163
Estimated Resident Population,2008,20201,Bendigo,83313
Estimated Resident Population,2009,20201,Bendigo,84600
Estimated Resident Population,2010,20201,Bendigo,85978
Estimated Resident Population,2011,20201,Bendigo,87340
Estimated Resident Population,2012,20201,Bendigo,88948
Estimated Resident Population,2013,20201,Bendigo,90646
