Counting,SA2 (POW),Count
"Persons Aged 15 Years and Over, Place of Work",Nuriootpa,0
"Persons Aged 15 Years and Over, Place of Work",Tanunda,0
"Persons Aged 15 Years and Over, Place of Work",Clare,0
"Persons Aged 15 Years and Over, Place of Work",Gilbert Valley,0
"Persons Aged 15 Years and Over, Place of Work",Goyder,0
"Persons Aged 15 Years and Over, Place of Work",Wakefield - Barunga West,0
"Persons Aged 15 Years and Over, Place of Work",Jamestown,0
"Persons Aged 15 Years and Over, Place of Work",Peterborough - Mount Remarkable,0
"Persons Aged 15 Years and Over, Place of Work",Port Pirie,0
"Persons Aged 15 Years and Over, Place of Work",Port Pirie Region,0
"Persons Aged 15 Years and Over, Place of Work",Kadina,0
"Persons Aged 15 Years and Over, Place of Work",Moonta,0
"Persons Aged 15 Years and Over, Place of Work",Wallaroo,0
"Persons Aged 15 Years and Over, Place of Work",Yorke Peninsula - North,0
"Persons Aged 15 Years and Over, Place of Work",Yorke Peninsula - South,0
"Persons Aged 15 Years and Over, Place of Work",Ceduna,0
"Persons Aged 15 Years and Over, Place of Work",Eyre Peninsula,0
"Persons Aged 15 Years and Over, Place of Work",Kimba - Cleve - Franklin Harbour,0
"Persons Aged 15 Years and Over, Place of Work",Le Hunte - Elliston,0
"Persons Aged 15 Years and Over, Place of Work",Port Lincoln,0
"Persons Aged 15 Years and Over, Place of Work",West Coast (SA),0
"Persons Aged 15 Years and Over, Place of Work",Western,0
"Persons Aged 15 Years and Over, Place of Work",Whyalla,0
"Persons Aged 15 Years and Over, Place of Work",Whyalla - North,0
"Persons Aged 15 Years and Over, Place of Work",APY Lands,0
"Persons Aged 15 Years and Over, Place of Work",Coober Pedy,0
"Persons Aged 15 Years and Over, Place of Work",Quorn - Lake Gilles,0
"Persons Aged 15 Years and Over, Place of Work",Outback,0
"Persons Aged 15 Years and Over, Place of Work",Port Augusta,0
"Persons Aged 15 Years and Over, Place of Work",Roxby Downs,0
"Persons Aged 15 Years and Over, Place of Work",Goolwa - Port Elliot,0
"Persons Aged 15 Years and Over, Place of Work",Kangaroo Island,0
"Persons Aged 15 Years and Over, Place of Work",Strathalbyn,0
"Persons Aged 15 Years and Over, Place of Work",Strathalbyn Region,0
"Persons Aged 15 Years and Over, Place of Work",Victor Harbor,0
"Persons Aged 15 Years and Over, Place of Work",Yankalilla,0
"Persons Aged 15 Years and Over, Place of Work",Grant,0
"Persons Aged 15 Years and Over, Place of Work",Kingston - Robe,0
"Persons Aged 15 Years and Over, Place of Work",Millicent,0
"Persons Aged 15 Years and Over, Place of Work",Naracoorte,0
"Persons Aged 15 Years and Over, Place of Work",Naracoorte Region,0
"Persons Aged 15 Years and Over, Place of Work",Penola,0
"Persons Aged 15 Years and Over, Place of Work",Tatiara,0
"Persons Aged 15 Years and Over, Place of Work",Wattle Range,0
"Persons Aged 15 Years and Over, Place of Work",Mount Gambier - East,0
"Persons Aged 15 Years and Over, Place of Work",Mount Gambier - West,0
"Persons Aged 15 Years and Over, Place of Work",Barmera,0
"Persons Aged 15 Years and Over, Place of Work",Berri,0
"Persons Aged 15 Years and Over, Place of Work",Karoonda - Lameroo,0
"Persons Aged 15 Years and Over, Place of Work",Loxton,0
"Persons Aged 15 Years and Over, Place of Work",Loxton Region,0
"Persons Aged 15 Years and Over, Place of Work",Mannum,0
"Persons Aged 15 Years and Over, Place of Work",Murray Bridge,0
"Persons Aged 15 Years and Over, Place of Work",Murray Bridge Region,0
"Persons Aged 15 Years and Over, Place of Work",Renmark,0
"Persons Aged 15 Years and Over, Place of Work",Renmark Region,0
"Persons Aged 15 Years and Over, Place of Work",The Coorong,0
"Persons Aged 15 Years and Over, Place of Work",Waikerie,0
"Persons Aged 15 Years and Over, Place of Work",Migratory - Offshore - Shipping (SA),0
"Persons Aged 15 Years and Over, Place of Work",POW No Fixed Address (SA),0
"Persons Aged 15 Years and Over, Place of Work",Augusta,0
"Persons Aged 15 Years and Over, Place of Work",Busselton,0
"Persons Aged 15 Years and Over, Place of Work",Busselton Region,0
"Persons Aged 15 Years and Over, Place of Work",Margaret River,0
"Persons Aged 15 Years and Over, Place of Work",Australind - Leschenault,0
"Persons Aged 15 Years and Over, Place of Work",Capel,0
"Persons Aged 15 Years and Over, Place of Work",College Grove - Carey Park,0
"Persons Aged 15 Years and Over, Place of Work",Collie,0
"Persons Aged 15 Years and Over, Place of Work",Dardanup,0
"Persons Aged 15 Years and Over, Place of Work",Davenport,0
"Persons Aged 15 Years and Over, Place of Work",Eaton - Pelican Point,0
"Persons Aged 15 Years and Over, Place of Work",Harvey,0
"Persons Aged 15 Years and Over, Place of Work",East Bunbury - Glen Iris,0
"Persons Aged 15 Years and Over, Place of Work",Waroona,0
"Persons Aged 15 Years and Over, Place of Work",Dalyellup,0
"Persons Aged 15 Years and Over, Place of Work",Gelorup - Stratham,0
"Persons Aged 15 Years and Over, Place of Work",South Bunbury - Bunbury,0
"Persons Aged 15 Years and Over, Place of Work",Withers - Usher,0
"Persons Aged 15 Years and Over, Place of Work",Bridgetown - Boyup Brook,0
"Persons Aged 15 Years and Over, Place of Work",Donnybrook - Balingup,0
"Persons Aged 15 Years and Over, Place of Work",Manjimup,0
"Persons Aged 15 Years and Over, Place of Work",Pemberton,0
"Persons Aged 15 Years and Over, Place of Work",Dawesville - Bouvard,0
"Persons Aged 15 Years and Over, Place of Work",Falcon - Wannanup,0
"Persons Aged 15 Years and Over, Place of Work",Greenfields,0
"Persons Aged 15 Years and Over, Place of Work",Halls Head - Erskine,0
"Persons Aged 15 Years and Over, Place of Work",Mandurah,0
"Persons Aged 15 Years and Over, Place of Work",Mandurah - East,0
"Persons Aged 15 Years and Over, Place of Work",Mandurah - North,0
"Persons Aged 15 Years and Over, Place of Work",Mandurah - South,0
"Persons Aged 15 Years and Over, Place of Work",Pinjarra,0
"Persons Aged 15 Years and Over, Place of Work",City Beach,0
"Persons Aged 15 Years and Over, Place of Work",Claremont (WA),0
"Persons Aged 15 Years and Over, Place of Work",Cottesloe,0
"Persons Aged 15 Years and Over, Place of Work",Floreat,0
"Persons Aged 15 Years and Over, Place of Work",Mosman Park - Peppermint Grove,0
"Persons Aged 15 Years and Over, Place of Work",Nedlands - Dalkeith - Crawley,0
"Persons Aged 15 Years and Over, Place of Work",Swanbourne - Mount Claremont,0
"Persons Aged 15 Years and Over, Place of Work",Kings Park (WA),0
"Persons Aged 15 Years and Over, Place of Work",Mount Hawthorn - Leederville,0
"Persons Aged 15 Years and Over, Place of Work",Mount Lawley - Inglewood,0
"Persons Aged 15 Years and Over, Place of Work",North Perth,0
"Persons Aged 15 Years and Over, Place of Work",Perth City,0
"Persons Aged 15 Years and Over, Place of Work",Subiaco - Shenton Park,0
"Persons Aged 15 Years and Over, Place of Work",Wembley - West Leederville - Glendalough,0
"Persons Aged 15 Years and Over, Place of Work",Bassendean - Eden Hill - Ashfield,0
"Persons Aged 15 Years and Over, Place of Work",Bayswater - Embleton - Bedford,0
"Persons Aged 15 Years and Over, Place of Work",Maylands,0
"Persons Aged 15 Years and Over, Place of Work",Morley,0
"Persons Aged 15 Years and Over, Place of Work",Noranda,0
"Persons Aged 15 Years and Over, Place of Work",Chidlow,0
"Persons Aged 15 Years and Over, Place of Work",Glen Forrest - Darlington,0
"Persons Aged 15 Years and Over, Place of Work",Helena Valley - Koongamia,0
"Persons Aged 15 Years and Over, Place of Work",Malmalling - Reservoir,0
"Persons Aged 15 Years and Over, Place of Work",Mundaring,0
"Persons Aged 15 Years and Over, Place of Work",Swan View - Greenmount - Midvale,0
"Persons Aged 15 Years and Over, Place of Work",Avon Valley National Park,0
"Persons Aged 15 Years and Over, Place of Work",Ballajura,0
"Persons Aged 15 Years and Over, Place of Work",Beechboro,0
"Persons Aged 15 Years and Over, Place of Work",Bullsbrook,0
"Persons Aged 15 Years and Over, Place of Work",Ellenbrook,0
"Persons Aged 15 Years and Over, Place of Work",Gidgegannup,0
"Persons Aged 15 Years and Over, Place of Work",Hazelmere - Guildford,0
"Persons Aged 15 Years and Over, Place of Work",Lockridge - Kiara,0
"Persons Aged 15 Years and Over, Place of Work",Malaga,0
"Persons Aged 15 Years and Over, Place of Work",Melaleuca - Lexia,0
"Persons Aged 15 Years and Over, Place of Work",Middle Swan - Herne Hill,0
"Persons Aged 15 Years and Over, Place of Work",Midland - Guildford,0
"Persons Aged 15 Years and Over, Place of Work",Stratton - Jane Brook,0
"Persons Aged 15 Years and Over, Place of Work",The Vines,0
"Persons Aged 15 Years and Over, Place of Work",Walyunga National Park,0
"Persons Aged 15 Years and Over, Place of Work",Craigie - Beldon,0
"Persons Aged 15 Years and Over, Place of Work",Currambine - Kinross,0
"Persons Aged 15 Years and Over, Place of Work",Duncraig,0
"Persons Aged 15 Years and Over, Place of Work",Greenwood - Warwick,0
"Persons Aged 15 Years and Over, Place of Work",Heathridge - Connolly,0
"Persons Aged 15 Years and Over, Place of Work",Hillarys,0
"Persons Aged 15 Years and Over, Place of Work",Iluka - Burns Beach,0
"Persons Aged 15 Years and Over, Place of Work",Joondalup - Edgewater,0
"Persons Aged 15 Years and Over, Place of Work",Kingsley,0
"Persons Aged 15 Years and Over, Place of Work",Mullaloo - Kallaroo,0
"Persons Aged 15 Years and Over, Place of Work",Ocean Reef,0
"Persons Aged 15 Years and Over, Place of Work",Padbury,0
"Persons Aged 15 Years and Over, Place of Work",Sorrento - Marmion,0
"Persons Aged 15 Years and Over, Place of Work",Woodvale,0
"Persons Aged 15 Years and Over, Place of Work",Balcatta - Hamersley,0
"Persons Aged 15 Years and Over, Place of Work",Balga - Mirrabooka,0
"Persons Aged 15 Years and Over, Place of Work",Dianella,0
"Persons Aged 15 Years and Over, Place of Work",Herdsman,0
"Persons Aged 15 Years and Over, Place of Work",Innaloo - Doubleview,0
"Persons Aged 15 Years and Over, Place of Work",Karrinyup - Gwelup - Carine,0
"Persons Aged 15 Years and Over, Place of Work",Nollamara - Westminster,0
"Persons Aged 15 Years and Over, Place of Work",Osborne Park Industrial,0
"Persons Aged 15 Years and Over, Place of Work",Scarborough,0
"Persons Aged 15 Years and Over, Place of Work",Stirling - Osborne Park,0
"Persons Aged 15 Years and Over, Place of Work",Trigg - North Beach - Watermans Bay,0
"Persons Aged 15 Years and Over, Place of Work",Tuart Hill - Joondanna,0
"Persons Aged 15 Years and Over, Place of Work",Wembley Downs - Churchlands - Woodlands,0
"Persons Aged 15 Years and Over, Place of Work",Yokine - Coolbinia - Menora,0
"Persons Aged 15 Years and Over, Place of Work",Alexander Heights - Koondoola,0
"Persons Aged 15 Years and Over, Place of Work",Butler - Merriwa - Ridgewood,0
"Persons Aged 15 Years and Over, Place of Work",Carramar,0
"Persons Aged 15 Years and Over, Place of Work",Clarkson,0
"Persons Aged 15 Years and Over, Place of Work",Girrawheen,0
"Persons Aged 15 Years and Over, Place of Work",Madeley - Darch - Landsdale,0
"Persons Aged 15 Years and Over, Place of Work",Marangaroo,0
"Persons Aged 15 Years and Over, Place of Work",Mindarie - Quinns Rocks - Jindalee,0
"Persons Aged 15 Years and Over, Place of Work",Neerabup National Park,0
"Persons Aged 15 Years and Over, Place of Work",Tapping - Ashby - Sinagra,0
"Persons Aged 15 Years and Over, Place of Work",Wanneroo,0
"Persons Aged 15 Years and Over, Place of Work",Alkimos - Eglinton,0
"Persons Aged 15 Years and Over, Place of Work",Carabooda - Pinjar,0
"Persons Aged 15 Years and Over, Place of Work",Two Rocks,0
"Persons Aged 15 Years and Over, Place of Work",Yanchep,0
"Persons Aged 15 Years and Over, Place of Work",Armadale - Wungong - Brookdale,0
"Persons Aged 15 Years and Over, Place of Work",Ashendon - Lesley,0
"Persons Aged 15 Years and Over, Place of Work",Camillo - Champion Lakes,0
"Persons Aged 15 Years and Over, Place of Work",Forrestdale - Harrisdale - Piara Waters,0
"Persons Aged 15 Years and Over, Place of Work",Kelmscott,0
"Persons Aged 15 Years and Over, Place of Work",Mount Nasura - Mount Richon - Bedfordale,0
"Persons Aged 15 Years and Over, Place of Work",Roleystone,0
"Persons Aged 15 Years and Over, Place of Work",Seville Grove,0
"Persons Aged 15 Years and Over, Place of Work",Belmont - Ascot - Redcliffe,0
"Persons Aged 15 Years and Over, Place of Work",East Victoria Park - Carlisle,0
"Persons Aged 15 Years and Over, Place of Work",Kewdale Commercial,0
"Persons Aged 15 Years and Over, Place of Work",Perth Airport,0
"Persons Aged 15 Years and Over, Place of Work",Rivervale - Kewdale - Cloverdale,0
"Persons Aged 15 Years and Over, Place of Work",Victoria Park - Lathlain - Burswood,0
"Persons Aged 15 Years and Over, Place of Work",Bentley - Wilson - St James,0
"Persons Aged 15 Years and Over, Place of Work",Canning Vale - West,0
"Persons Aged 15 Years and Over, Place of Work",Canning Vale Commercial,0
"Persons Aged 15 Years and Over, Place of Work",Cannington - Queens Park,0
"Persons Aged 15 Years and Over, Place of Work",Parkwood - Ferndale - Lynwood,0
"Persons Aged 15 Years and Over, Place of Work",Riverton - Shelley - Rossmoyne,0
"Persons Aged 15 Years and Over, Place of Work",Welshpool,0
"Persons Aged 15 Years and Over, Place of Work",Willetton,0
"Persons Aged 15 Years and Over, Place of Work",Beckenham - Kenwick - Langford,0
"Persons Aged 15 Years and Over, Place of Work",Canning Vale - East,0
"Persons Aged 15 Years and Over, Place of Work",Gosnells,0
"Persons Aged 15 Years and Over, Place of Work",Huntingdale - Southern River,0
"Persons Aged 15 Years and Over, Place of Work",Maddington - Orange Grove - Martin,0
"Persons Aged 15 Years and Over, Place of Work",Thornlie,0
"Persons Aged 15 Years and Over, Place of Work",Forrestfield - Wattle Grove,0
"Persons Aged 15 Years and Over, Place of Work",High Wycombe,0
"Persons Aged 15 Years and Over, Place of Work",Kalamunda - Maida Vale - Gooseberry Hill,0
"Persons Aged 15 Years and Over, Place of Work",Lesmurdie - Bickley - Carmel,0
"Persons Aged 15 Years and Over, Place of Work",Byford,0
"Persons Aged 15 Years and Over, Place of Work",Mundijong,0
"Persons Aged 15 Years and Over, Place of Work",Serpentine - Jarrahdale,0
"Persons Aged 15 Years and Over, Place of Work",Como,0
"Persons Aged 15 Years and Over, Place of Work",Manning - Waterford,0
"Persons Aged 15 Years and Over, Place of Work",South Perth - Kensington,0
"Persons Aged 15 Years and Over, Place of Work",Banjup,0
"Persons Aged 15 Years and Over, Place of Work",Bibra Industrial,0
"Persons Aged 15 Years and Over, Place of Work",Bibra Lake,0
"Persons Aged 15 Years and Over, Place of Work",Coogee,0
"Persons Aged 15 Years and Over, Place of Work",Coolbellup,0
"Persons Aged 15 Years and Over, Place of Work",Hamilton Hill,0
"Persons Aged 15 Years and Over, Place of Work",Henderson,0
"Persons Aged 15 Years and Over, Place of Work",North Coogee,0
"Persons Aged 15 Years and Over, Place of Work",South Lake - Cockburn Central,0
"Persons Aged 15 Years and Over, Place of Work",Spearwood,0
"Persons Aged 15 Years and Over, Place of Work",Success - Hammond Park,0
"Persons Aged 15 Years and Over, Place of Work",Yangebup,0
"Persons Aged 15 Years and Over, Place of Work",Beeliar - Wattleup,0
"Persons Aged 15 Years and Over, Place of Work",Jandakot,0
"Persons Aged 15 Years and Over, Place of Work",East Fremantle,0
"Persons Aged 15 Years and Over, Place of Work",Fremantle,0
"Persons Aged 15 Years and Over, Place of Work",Fremantle - South,0
"Persons Aged 15 Years and Over, Place of Work",O'Connor (WA),0
"Persons Aged 15 Years and Over, Place of Work",Bertram - Wellard (West),0
"Persons Aged 15 Years and Over, Place of Work",Calista,0
"Persons Aged 15 Years and Over, Place of Work",Hope Valley - Postans,0
"Persons Aged 15 Years and Over, Place of Work",Kwinana Industrial,0
"Persons Aged 15 Years and Over, Place of Work",Parmelia - Orelia,0
"Persons Aged 15 Years and Over, Place of Work",Casuarina - Wandi,0
"Persons Aged 15 Years and Over, Place of Work",Applecross - Ardross,0
"Persons Aged 15 Years and Over, Place of Work",Bateman,0
"Persons Aged 15 Years and Over, Place of Work",Bicton - Palmyra,0
"Persons Aged 15 Years and Over, Place of Work",Booragoon,0
"Persons Aged 15 Years and Over, Place of Work",Bull Creek,0
"Persons Aged 15 Years and Over, Place of Work",Leeming,0
"Persons Aged 15 Years and Over, Place of Work",Melville,0
"Persons Aged 15 Years and Over, Place of Work",Murdoch - Kardinya,0
"Persons Aged 15 Years and Over, Place of Work",Willagee,0
"Persons Aged 15 Years and Over, Place of Work",Winthrop,0
"Persons Aged 15 Years and Over, Place of Work",Baldivis,0
"Persons Aged 15 Years and Over, Place of Work",Cooloongup,0
"Persons Aged 15 Years and Over, Place of Work",Port Kennedy,0
"Persons Aged 15 Years and Over, Place of Work",Rockingham,0
"Persons Aged 15 Years and Over, Place of Work",Rockingham Lakes,0
"Persons Aged 15 Years and Over, Place of Work",Safety Bay - Shoalwater,0
"Persons Aged 15 Years and Over, Place of Work",Singleton - Golden Bay - Secret Harbour,0
"Persons Aged 15 Years and Over, Place of Work",Waikiki,0
"Persons Aged 15 Years and Over, Place of Work",Warnbro,0
"Persons Aged 15 Years and Over, Place of Work",Albany,0
"Persons Aged 15 Years and Over, Place of Work",Albany Region,0
"Persons Aged 15 Years and Over, Place of Work",Bayonet Head - Lower King,0
"Persons Aged 15 Years and Over, Place of Work",Denmark,0
"Persons Aged 15 Years and Over, Place of Work",Gnowangerup,0
"Persons Aged 15 Years and Over, Place of Work",Katanning,0
"Persons Aged 15 Years and Over, Place of Work",Kojonup,0
"Persons Aged 15 Years and Over, Place of Work",Little Grove - Elleker,0
"Persons Aged 15 Years and Over, Place of Work",McKail - Willyung,0
"Persons Aged 15 Years and Over, Place of Work",Plantagenet,0
"Persons Aged 15 Years and Over, Place of Work",Stirling Range National Park,0
"Persons Aged 15 Years and Over, Place of Work",Chittering,0
"Persons Aged 15 Years and Over, Place of Work",Cunderdin,0
"Persons Aged 15 Years and Over, Place of Work",Dowerin,0
"Persons Aged 15 Years and Over, Place of Work",Gingin - Dandaragan,0
"Persons Aged 15 Years and Over, Place of Work",Merredin,0
"Persons Aged 15 Years and Over, Place of Work",Moora,0
"Persons Aged 15 Years and Over, Place of Work",Mukinbudin,0
"Persons Aged 15 Years and Over, Place of Work",Northam,0
"Persons Aged 15 Years and Over, Place of Work",Toodyay,0
"Persons Aged 15 Years and Over, Place of Work",York - Beverley,0
"Persons Aged 15 Years and Over, Place of Work",Brookton,0
"Persons Aged 15 Years and Over, Place of Work",Kulin,0
"Persons Aged 15 Years and Over, Place of Work",Murray,0
"Persons Aged 15 Years and Over, Place of Work",Narrogin,0
"Persons Aged 15 Years and Over, Place of Work",Wagin,0
"Persons Aged 15 Years and Over, Place of Work",Broome,0
"Persons Aged 15 Years and Over, Place of Work",Derby - West Kimberley,0
"Persons Aged 15 Years and Over, Place of Work",Halls Creek,0
"Persons Aged 15 Years and Over, Place of Work",Kununurra,0
"Persons Aged 15 Years and Over, Place of Work",Roebuck,0
"Persons Aged 15 Years and Over, Place of Work",East Pilbara,0
"Persons Aged 15 Years and Over, Place of Work",Newman,0
"Persons Aged 15 Years and Over, Place of Work",Port Hedland,0
"Persons Aged 15 Years and Over, Place of Work",South Hedland,0
"Persons Aged 15 Years and Over, Place of Work",Ashburton (WA),0
"Persons Aged 15 Years and Over, Place of Work",Karratha,0
"Persons Aged 15 Years and Over, Place of Work",Roebourne,0
"Persons Aged 15 Years and Over, Place of Work",Esperance,0
"Persons Aged 15 Years and Over, Place of Work",Esperance Region,0
"Persons Aged 15 Years and Over, Place of Work",Carnarvon,0
"Persons Aged 15 Years and Over, Place of Work",Exmouth,0
"Persons Aged 15 Years and Over, Place of Work",Boulder,0
"Persons Aged 15 Years and Over, Place of Work",Kalgoorlie,0
"Persons Aged 15 Years and Over, Place of Work",Kalgoorlie - North,0
"Persons Aged 15 Years and Over, Place of Work",Kalgoorlie Airport,0
"Persons Aged 15 Years and Over, Place of Work",Kambalda - Coolgardie - Norseman,0
"Persons Aged 15 Years and Over, Place of Work",Leinster - Leonora,0
"Persons Aged 15 Years and Over, Place of Work",Trafalgar (WA),0
"Persons Aged 15 Years and Over, Place of Work",Geraldton,0
"Persons Aged 15 Years and Over, Place of Work",Geraldton - East,0
"Persons Aged 15 Years and Over, Place of Work",Geraldton - North,0
"Persons Aged 15 Years and Over, Place of Work",Geraldton - South,0
"Persons Aged 15 Years and Over, Place of Work",Irwin,0
"Persons Aged 15 Years and Over, Place of Work",Meekatharra,0
"Persons Aged 15 Years and Over, Place of Work",Morawa,0
"Persons Aged 15 Years and Over, Place of Work",Northampton - Mullewa - Greenough,0
"Persons Aged 15 Years and Over, Place of Work",Migratory - Offshore - Shipping (WA),0
"Persons Aged 15 Years and Over, Place of Work",POW No Fixed Address (WA),0
"Persons Aged 15 Years and Over, Place of Work",Bridgewater - Gagebrook,0
"Persons Aged 15 Years and Over, Place of Work",Brighton - Pontville,0
"Persons Aged 15 Years and Over, Place of Work",Old Beach - Otago,0
"Persons Aged 15 Years and Over, Place of Work",Bellerive - Rosny,0
"Persons Aged 15 Years and Over, Place of Work",Cambridge,0
"Persons Aged 15 Years and Over, Place of Work",Geilston Bay - Risdon,0
"Persons Aged 15 Years and Over, Place of Work",Howrah - Tranmere,0
"Persons Aged 15 Years and Over, Place of Work",Lindisfarne - Rose Bay,0
"Persons Aged 15 Years and Over, Place of Work",Mornington - Warrane,0
"Persons Aged 15 Years and Over, Place of Work",Risdon Vale,0
"Persons Aged 15 Years and Over, Place of Work",Rokeby,0
"Persons Aged 15 Years and Over, Place of Work",South Arm,0
"Persons Aged 15 Years and Over, Place of Work",Austins Ferry - Granton,0
"Persons Aged 15 Years and Over, Place of Work",Berriedale - Chigwell,0
"Persons Aged 15 Years and Over, Place of Work",Claremont (Tas.),0
"Persons Aged 15 Years and Over, Place of Work",Derwent Park - Lutana,0
"Persons Aged 15 Years and Over, Place of Work",Glenorchy,0
"Persons Aged 15 Years and Over, Place of Work",Montrose - Rosetta,0
"Persons Aged 15 Years and Over, Place of Work",Moonah,0
"Persons Aged 15 Years and Over, Place of Work",New Norfolk,0
"Persons Aged 15 Years and Over, Place of Work",West Moonah,0
"Persons Aged 15 Years and Over, Place of Work",Kingston - Huntingfield,0
"Persons Aged 15 Years and Over, Place of Work",Kingston Beach - Blackmans Bay,0
"Persons Aged 15 Years and Over, Place of Work",Margate - Snug,0
"Persons Aged 15 Years and Over, Place of Work",Mount Wellington,0
"Persons Aged 15 Years and Over, Place of Work",Taroona - Bonnet Hill,0
"Persons Aged 15 Years and Over, Place of Work",Hobart,0
"Persons Aged 15 Years and Over, Place of Work",Lenah Valley - Mount Stuart,0
"Persons Aged 15 Years and Over, Place of Work",Mount Nelson - Dynnyrne,0
"Persons Aged 15 Years and Over, Place of Work",New Town,0
"Persons Aged 15 Years and Over, Place of Work",Sandy Bay,0
"Persons Aged 15 Years and Over, Place of Work",South Hobart - Fern Tree,0
"Persons Aged 15 Years and Over, Place of Work",West Hobart,0
"Persons Aged 15 Years and Over, Place of Work",Dodges Ferry - Lewisham,0
"Persons Aged 15 Years and Over, Place of Work",Sorell - Richmond,0
"Persons Aged 15 Years and Over, Place of Work",Invermay,0
"Persons Aged 15 Years and Over, Place of Work",Kings Meadows - Punchbowl,0
"Persons Aged 15 Years and Over, Place of Work",Launceston,0
"Persons Aged 15 Years and Over, Place of Work",Legana,0
"Persons Aged 15 Years and Over, Place of Work",Mowbray,0
"Persons Aged 15 Years and Over, Place of Work",Newnham - Mayfield,0
"Persons Aged 15 Years and Over, Place of Work",Newstead,0
"Persons Aged 15 Years and Over, Place of Work",Norwood (Tas.),0
"Persons Aged 15 Years and Over, Place of Work",Prospect Vale - Blackstone,0
"Persons Aged 15 Years and Over, Place of Work",Ravenswood,0
"Persons Aged 15 Years and Over, Place of Work",Riverside,0
"Persons Aged 15 Years and Over, Place of Work",South Launceston,0
"Persons Aged 15 Years and Over, Place of Work",Summerhill - Prospect,0
"Persons Aged 15 Years and Over, Place of Work",Trevallyn,0
"Persons Aged 15 Years and Over, Place of Work",Waverley - St Leonards,0
"Persons Aged 15 Years and Over, Place of Work",West Launceston,0
"Persons Aged 15 Years and Over, Place of Work",Youngtown - Relbia,0
"Persons Aged 15 Years and Over, Place of Work",Beauty Point - Beaconsfield,0
"Persons Aged 15 Years and Over, Place of Work",Deloraine,0
"Persons Aged 15 Years and Over, Place of Work",Grindelwald - Lanena,0
"Persons Aged 15 Years and Over, Place of Work",Hadspen - Carrick,0
"Persons Aged 15 Years and Over, Place of Work",Westbury,0
"Persons Aged 15 Years and Over, Place of Work",Dilston - Lilydale,0
"Persons Aged 15 Years and Over, Place of Work",George Town,0
"Persons Aged 15 Years and Over, Place of Work",Longford,0
"Persons Aged 15 Years and Over, Place of Work",Northern Midlands,0
"Persons Aged 15 Years and Over, Place of Work",Perth - Evandale,0
"Persons Aged 15 Years and Over, Place of Work",St Helens - Scamander,0
"Persons Aged 15 Years and Over, Place of Work",Flinders and Cape Barren Islands,0
"Persons Aged 15 Years and Over, Place of Work",Scottsdale - Bridport,0
"Persons Aged 15 Years and Over, Place of Work",Central Highlands,0
"Persons Aged 15 Years and Over, Place of Work",Derwent Valley,0
"Persons Aged 15 Years and Over, Place of Work",Southern Midlands,0
"Persons Aged 15 Years and Over, Place of Work",Wilderness - East,0
"Persons Aged 15 Years and Over, Place of Work",Bruny Island - Kettering,0
"Persons Aged 15 Years and Over, Place of Work",Cygnet,0
"Persons Aged 15 Years and Over, Place of Work",Geeveston - Dover,0
"Persons Aged 15 Years and Over, Place of Work",Huonville - Franklin,0
"Persons Aged 15 Years and Over, Place of Work",Forestier - Tasman,0
"Persons Aged 15 Years and Over, Place of Work",Triabunna - Bicheno,0
"Persons Aged 15 Years and Over, Place of Work",Acton - Upper Burnie,0
"Persons Aged 15 Years and Over, Place of Work",Burnie - Ulverstone Region,0
"Persons Aged 15 Years and Over, Place of Work",Burnie - Wivenhoe,0
"Persons Aged 15 Years and Over, Place of Work",Parklands - Camdale,0
"Persons Aged 15 Years and Over, Place of Work",Penguin - Sulphur Creek,0
"Persons Aged 15 Years and Over, Place of Work",Romaine - Havenview,0
"Persons Aged 15 Years and Over, Place of Work",Somerset,0
"Persons Aged 15 Years and Over, Place of Work",Ulverstone,0
"Persons Aged 15 Years and Over, Place of Work",West Ulverstone,0
"Persons Aged 15 Years and Over, Place of Work",Wynyard,0
"Persons Aged 15 Years and Over, Place of Work",Devonport,0
"Persons Aged 15 Years and Over, Place of Work",East Devonport,0
"Persons Aged 15 Years and Over, Place of Work",Latrobe,0
"Persons Aged 15 Years and Over, Place of Work",Miandetta - Don,0
"Persons Aged 15 Years and Over, Place of Work",Port Sorell,0
"Persons Aged 15 Years and Over, Place of Work",Quoiba - Spreyton,0
"Persons Aged 15 Years and Over, Place of Work",Sheffield - Railton,0
"Persons Aged 15 Years and Over, Place of Work",Turners Beach - Forth,0
"Persons Aged 15 Years and Over, Place of Work",King Island,0
"Persons Aged 15 Years and Over, Place of Work",North West,0
"Persons Aged 15 Years and Over, Place of Work",Smithton,0
"Persons Aged 15 Years and Over, Place of Work",Waratah,0
"Persons Aged 15 Years and Over, Place of Work",West Coast (Tas.),0
"Persons Aged 15 Years and Over, Place of Work",Wilderness - West,0
"Persons Aged 15 Years and Over, Place of Work",Migratory - Offshore - Shipping (Tas.),0
"Persons Aged 15 Years and Over, Place of Work",POW No Fixed Address (Tas.),0
"Persons Aged 15 Years and Over, Place of Work",Darwin Airport,0
"Persons Aged 15 Years and Over, Place of Work",Darwin City,0
"Persons Aged 15 Years and Over, Place of Work",East Point,0
"Persons Aged 15 Years and Over, Place of Work",Fannie Bay - The Gardens,0
"Persons Aged 15 Years and Over, Place of Work",Larrakeyah,0
"Persons Aged 15 Years and Over, Place of Work",Ludmilla - The Narrows,0
"Persons Aged 15 Years and Over, Place of Work",Parap,0
